"DMF_SON_1E-4.spc"
"Wavelength nm."	"Abs."
733.50	0.003105
734.00	0.003112
734.50	0.003167
735.00	0.003107
735.50	0.003045
736.00	0.003016
736.50	0.003013
737.00	0.003087
737.50	0.003180
738.00	0.003202
738.50	0.003236
739.00	0.003180
739.50	0.003144
740.00	0.003095
740.50	0.003053
741.00	0.002954
741.50	0.002931
742.00	0.002920
742.50	0.002903
743.00	0.002932
743.50	0.002985
744.00	0.003021
744.50	0.002985
745.00	0.003064
745.50	0.003072
746.00	0.003154
746.50	0.003140
747.00	0.003165
747.50	0.003039
748.00	0.003036
748.50	0.002924
749.00	0.002827
749.50	0.002749
750.00	0.002749
750.50	0.002708
751.00	0.002705
751.50	0.002736
752.00	0.002730
752.50	0.002691
753.00	0.002698
753.50	0.002746
754.00	0.002788
754.50	0.002845
755.00	0.002854
755.50	0.002785
756.00	0.002732
756.50	0.002712
757.00	0.002618
757.50	0.002668
758.00	0.002684
758.50	0.002621
759.00	0.002581
759.50	0.002589
760.00	0.002645
760.50	0.002710
761.00	0.002700
761.50	0.002715
762.00	0.002753
762.50	0.002653
763.00	0.002556
763.50	0.002586
764.00	0.002488
764.50	0.002467
765.00	0.002412
765.50	0.002439
766.00	0.002429
766.50	0.002550
767.00	0.002539
767.50	0.002499
768.00	0.002578
768.50	0.002659
769.00	0.002631
769.50	0.002597
770.00	0.002605
770.50	0.002538
771.00	0.002376
771.50	0.002333
772.00	0.002410
772.50	0.002419
773.00	0.002388
773.50	0.002374
774.00	0.002394
774.50	0.002285
775.00	0.002354
775.50	0.002262
776.00	0.002326
776.50	0.002227
777.00	0.002287
777.50	0.002115
778.00	0.002180
778.50	0.002072
779.00	0.002080
779.50	0.002057
780.00	0.001976
780.50	0.001894
781.00	0.001967
781.50	0.002005
782.00	0.001922
782.50	0.002061
783.00	0.002109
783.50	0.002177
784.00	0.002192
784.50	0.002197
785.00	0.002243
785.50	0.002210
786.00	0.002090
786.50	0.002047
787.00	0.002049
787.50	0.001956
788.00	0.001978
788.50	0.001896
789.00	0.001922
789.50	0.001920
790.00	0.001937
790.50	0.001899
791.00	0.001988
791.50	0.001967
792.00	0.001943
792.50	0.001951
793.00	0.002020
793.50	0.002039
794.00	0.002049
794.50	0.002166
795.00	0.002092
795.50	0.002021
796.00	0.001887
796.50	0.001832
797.00	0.001791
797.50	0.001843
798.00	0.001818
798.50	0.001918
799.00	0.002046
799.50	0.002099
800.00	0.002218
